2025-08-23T06:48:47.335930900,CAT-3,64.54
2025-08-23T06:49:47.335930900,CAT-4,47.51
2025-08-23T06:50:47.335930900,CAT-5,33.55
2025-08-23T06:51:47.335930900,CAT-6,93.76
2025-08-23T06:52:47.335930900,CAT-7,20.41
2025-08-23T06:53:47.335930900,CAT-8,43.85
2025-08-23T06:54:47.335930900,CAT-9,14.09
2025-08-23T06:55:47.335930900,CAT-0,18.40
2025-08-23T06:56:47.335930900,CAT-1,68.55
2025-08-23T06:57:47.335930900,CAT-2,53.57
2025-08-23T06:58:47.335930900,CAT-3,93.03
2025-08-23T06:59:47.335930900,CAT-4,15.04
2025-08-23T07:00:47.335930900,CAT-5,4.55
2025-08-23T07:01:47.335930900,CAT-6,37.89
2025-08-23T07:02:47.335930900,CAT-7,72.28
2025-08-23T07:03:47.335930900,CAT-8,15.39
2025-08-23T07:04:47.335930900,CAT-9,48.21
2025-08-23T07:05:47.335930900,CAT-0,78.64
2025-08-23T07:06:47.335930900,CAT-1,25.30
2025-08-23T07:07:47.335930900,CAT-2,97.61
2025-08-23T07:08:47.335930900,CAT-3,77.12
2025-08-23T07:09:47.335930900,CAT-4,11.61
2025-08-23T07:10:47.335930900,CAT-5,23.70
2025-08-23T07:11:47.335930900,CAT-6,72.13
2025-08-23T07:12:47.335930900,CAT-7,98.68
2025-08-23T07:13:47.335930900,CAT-8,76.66
2025-08-23T07:14:47.335930900,CAT-9,2.81
2025-08-23T07:15:47.335930900,CAT-0,49.52
2025-08-23T07:16:47.335930900,CAT-1,58.18
2025-08-23T07:17:47.335930900,CAT-2,11.41
2025-08-23T07:18:47.335930900,CAT-3,94.89
2025-08-23T07:19:47.335930900,CAT-4,88.18
2025-08-23T07:20:47.335930900,CAT-5,24.45
2025-08-23T07:21:47.335930900,CAT-6,69.93
2025-08-23T07:22:47.335930900,CAT-7,78.81
2025-08-23T07:23:47.335930900,CAT-8,12.21
2025-08-23T07:24:47.335930900,CAT-9,16.70
2025-08-23T07:25:47.335930900,CAT-0,4.40
2025-08-23T07:26:47.335930900,CAT-1,43.94
2025-08-23T07:27:47.335930900,CAT-2,36.17
2025-08-23T07:28:47.335930900,CAT-3,36.03
2025-08-23T07:29:47.335930900,CAT-4,8.44
2025-08-23T07:30:47.335930900,CAT-5,42.31
2025-08-23T07:31:47.335930900,CAT-6,32.92
2025-08-23T07:32:47.335930900,CAT-7,43.42
2025-08-23T07:33:47.335930900,CAT-8,83.76
2025-08-23T07:34:47.335930900,CAT-9,8.02
2025-08-23T07:35:47.335930900,CAT-0,32.84
2025-08-23T07:36:47.335930900,CAT-1,82.56
2025-08-23T07:37:47.335930900,CAT-2,58.74
2025-08-23T07:38:47.335930900,CAT-3,55.91
2025-08-23T07:39:47.335930900,CAT-4,48.60
2025-08-23T07:40:47.335930900,CAT-5,79.93
2025-08-23T07:41:47.335930900,CAT-6,56.76
2025-08-23T07:42:47.335930900,CAT-7,32.28
2025-08-23T07:43:47.335930900,CAT-8,78.17
2025-08-23T07:44:47.335930900,CAT-9,67.49
2025-08-23T07:45:47.335930900,CAT-0,85.10
2025-08-23T07:46:47.335930900,CAT-1,79.86
2025-08-23T07:47:47.335930900,CAT-2,50.60
2025-08-23T07:48:47.335930900,CAT-3,63.99
2025-08-23T07:49:47.335930900,CAT-4,91.04
2025-08-23T07:50:47.335930900,CAT-5,96.30
2025-08-23T07:51:47.335930900,CAT-6,44.14
2025-08-23T07:52:47.335930900,CAT-7,19.59
2025-08-23T07:53:47.335930900,CAT-8,10.88
2025-08-23T07:54:47.335930900,CAT-9,11.05
2025-08-23T07:55:47.335930900,CAT-0,24.18
2025-08-23T07:56:47.335930900,CAT-1,75.67
2025-08-23T07:57:47.335930900,CAT-2,19.39
2025-08-23T07:58:47.335930900,CAT-3,78.94
2025-08-23T07:59:47.335930900,CAT-4,19.81
2025-08-23T08:00:47.335930900,CAT-5,16.68
2025-08-23T08:01:47.335930900,CAT-6,73.11
2025-08-23T08:02:47.335930900,CAT-7,90.34
2025-08-23T08:03:47.335930900,CAT-8,82.07
2025-08-23T08:04:47.335930900,CAT-9,94.14
2025-08-23T08:05:47.335930900,CAT-0,28.47
2025-08-23T08:06:47.335930900,CAT-1,27.80
2025-08-23T08:07:47.335930900,CAT-2,44.36
2025-08-23T08:08:47.335930900,CAT-3,84.24
2025-08-23T08:09:47.335930900,CAT-4,7.99
2025-08-23T08:10:47.335930900,CAT-5,56.76
2025-08-23T08:11:47.335930900,CAT-6,36.13
2025-08-23T08:12:47.335930900,CAT-7,99.95
2025-08-23T08:13:47.335930900,CAT-8,81.87
2025-08-23T08:14:47.335930900,CAT-9,24.07
2025-08-23T08:15:47.335930900,CAT-0,84.64
2025-08-23T08:16:47.335930900,CAT-1,16.19
2025-08-23T08:17:47.335930900,CAT-2,30.35
2025-08-23T08:18:47.335930900,CAT-3,52.13
2025-08-23T08:19:47.335930900,CAT-4,76.28
2025-08-23T08:20:47.335930900,CAT-5,82.34
2025-08-23T08:21:47.335930900,CAT-6,52.94
2025-08-23T08:22:47.335930900,CAT-7,58.97
2025-08-23T08:23:47.335930900,CAT-8,39.06
2025-08-23T08:24:47.335930900,CAT-9,90.07
2025-08-23T08:25:47.335930900,CAT-0,94.85
2025-08-23T08:26:47.335930900,CAT-1,4.57
2025-08-23T08:27:47.335930900,CAT-2,50.89
2025-08-23T08:28:47.335930900,CAT-3,36.68
2025-08-23T08:29:47.335930900,CAT-4,67.63
2025-08-23T08:30:47.335930900,CAT-5,62.78
2025-08-23T08:31:47.335930900,CAT-6,74.27
2025-08-23T08:32:47.335930900,CAT-7,74.02
2025-08-23T08:33:47.335930900,CAT-8,51.93
2025-08-23T08:34:47.335930900,CAT-9,44.45
2025-08-23T08:35:47.335930900,CAT-0,67.74
2025-08-23T08:36:47.335930900,CAT-1,61.48
2025-08-23T08:37:47.335930900,CAT-2,82.94
2025-08-23T08:38:47.335930900,CAT-3,52.33
2025-08-23T08:39:47.335930900,CAT-4,26.36
2025-08-23T08:40:47.335930900,CAT-5,47.66
2025-08-23T08:41:47.335930900,CAT-6,36.28
2025-08-23T08:42:47.335930900,CAT-7,31.28
2025-08-23T08:43:47.335930900,CAT-8,59.60
2025-08-23T08:44:47.335930900,CAT-9,89.99
2025-08-23T08:45:47.335930900,CAT-0,51.18
2025-08-23T08:46:47.335930900,CAT-1,88.14
2025-08-23T08:47:47.335930900,CAT-2,23.22
2025-08-23T08:48:47.335930900,CAT-3,84.18
2025-08-23T08:49:47.335930900,CAT-4,50.82
2025-08-23T08:50:47.335930900,CAT-5,95.07
2025-08-23T08:51:47.335930900,CAT-6,83.80
2025-08-23T08:52:47.335930900,CAT-7,15.89
2025-08-23T08:53:47.335930900,CAT-8,45.61
2025-08-23T08:54:47.335930900,CAT-9,57.14
2025-08-23T08:55:47.335930900,CAT-0,9.69
2025-08-23T08:56:47.335930900,CAT-1,66.06
2025-08-23T08:57:47.335930900,CAT-2,33.98
2025-08-23T08:58:47.335930900,CAT-3,20.66
2025-08-23T08:59:47.350286400,CAT-4,49.62
2025-08-23T09:00:47.350286400,CAT-5,98.22
2025-08-23T09:01:47.350286400,CAT-6,47.63
2025-08-23T09:02:47.350286400,CAT-7,21.98
2025-08-23T09:03:47.350286400,CAT-8,82.16
2025-08-23T09:04:47.350286400,CAT-9,31.37
2025-08-23T09:05:47.350286400,CAT-0,23.25
2025-08-23T09:06:47.350286400,CAT-1,28.49
2025-08-23T09:07:47.350286400,CAT-2,92.93
2025-08-23T09:08:47.350286400,CAT-3,54.83
2025-08-23T09:09:47.350286400,CAT-4,21.17
2025-08-23T09:10:47.350286400,CAT-5,2.95
2025-08-23T09:11:47.350286400,CAT-6,64.18
2025-08-23T09:12:47.350286400,CAT-7,73.31
2025-08-23T09:13:47.350286400,CAT-8,52.94
2025-08-23T09:14:47.350286400,CAT-9,30.50
2025-08-23T09:15:47.350286400,CAT-0,42.01
2025-08-23T09:16:47.350286400,CAT-1,79.58
2025-08-23T09:17:47.350286400,CAT-2,24.45
2025-08-23T09:18:47.350286400,CAT-3,83.61
2025-08-23T09:19:47.350286400,CAT-4,79.82
2025-08-23T09:20:47.350286400,CAT-5,39.86
2025-08-23T09:21:47.350286400,CAT-6,48.83
2025-08-23T09:22:47.350286400,CAT-7,64.40
2025-08-23T09:23:47.350286400,CAT-8,43.88
2025-08-23T09:24:47.350286400,CAT-9,42.72
2025-08-23T09:25:47.350286400,CAT-0,34.58
2025-08-23T09:26:47.350286400,CAT-1,55.98
2025-08-23T09:27:47.350286400,CAT-2,6.41
2025-08-23T09:28:47.350286400,CAT-3,6.14
2025-08-23T09:29:47.350286400,CAT-4,7.84
2025-08-23T09:30:47.350286400,CAT-5,35.09
2025-08-23T09:31:47.350286400,CAT-6,45.04
2025-08-23T09:32:47.350286400,CAT-7,59.39
2025-08-23T09:33:47.350286400,CAT-8,85.49
2025-08-23T09:34:47.350286400,CAT-9,46.48
2025-08-23T09:35:47.350286400,CAT-0,13.23
2025-08-23T09:36:47.350286400,CAT-1,16.48
2025-08-23T09:37:47.350286400,CAT-2,75.48
2025-08-23T09:38:47.350286400,CAT-3,16.59
2025-08-23T09:39:47.352026500,CAT-4,46.05
2025-08-23T09:40:47.352026500,CAT-5,35.98
2025-08-23T09:41:47.352026500,CAT-6,44.41
2025-08-23T09:42:47.352026500,CAT-7,88.48
2025-08-23T09:43:47.352026500,CAT-8,17.82
2025-08-23T09:44:47.352026500,CAT-9,18.73
2025-08-23T09:45:47.352026500,CAT-0,58.99
2025-08-23T09:46:47.352026500,CAT-1,93.05
2025-08-23T09:47:47.352026500,CAT-2,73.78
2025-08-23T09:48:47.352026500,CAT-3,29.02
2025-08-23T09:49:47.352026500,CAT-4,77.35
2025-08-23T09:50:47.352026500,CAT-5,32.64
2025-08-23T09:51:47.352026500,CAT-6,16.63
2025-08-23T09:52:47.352026500,CAT-7,37.75
2025-08-23T09:53:47.352026500,CAT-8,39.11
2025-08-23T09:54:47.352026500,CAT-9,42.29
2025-08-23T09:55:47.352026500,CAT-0,40.75
2025-08-23T09:56:47.352026500,CAT-1,76.52
2025-08-23T09:57:47.352026500,CAT-2,79.08
2025-08-23T09:58:47.352026500,CAT-3,10.90
2025-08-23T09:59:47.352026500,CAT-4,71.51
2025-08-23T10:00:47.352026500,CAT-5,60.71
2025-08-23T10:01:47.352026500,CAT-6,68.23
2025-08-23T10:02:47.352026500,CAT-7,90.56
2025-08-23T10:03:47.352026500,CAT-8,85.56
2025-08-23T10:04:47.352026500,CAT-9,86.41
2025-08-23T10:05:47.352026500,CAT-0,67.85
2025-08-23T10:06:47.352026500,CAT-1,95.20
2025-08-23T10:07:47.352026500,CAT-2,58.82
2025-08-23T10:08:47.352026500,CAT-3,31.16
2025-08-23T10:09:47.352026500,CAT-4,68.07
2025-08-23T10:10:47.352026500,CAT-5,91.79
2025-08-23T10:11:47.352026500,CAT-6,13.50
2025-08-23T10:12:47.352026500,CAT-7,91.86
2025-08-23T10:13:47.352026500,CAT-8,70.28
2025-08-23T10:14:47.352026500,CAT-9,17.00
2025-08-23T10:15:47.352026500,CAT-0,12.66
2025-08-23T10:16:47.352026500,CAT-1,74.28
2025-08-23T10:17:47.352026500,CAT-2,64.45
2025-08-23T10:18:47.354034300,CAT-3,10.04
2025-08-23T10:19:47.354034300,CAT-4,81.63
2025-08-23T10:20:47.354034300,CAT-5,8.31
2025-08-23T10:21:47.354034300,CAT-6,46.93
2025-08-23T10:22:47.354034300,CAT-7,38.54
2025-08-23T10:23:47.354034300,CAT-8,19.04
2025-08-23T10:24:47.354034300,CAT-9,0.60
2025-08-23T10:25:47.354034300,CAT-0,22.35
2025-08-23T10:26:47.354034300,CAT-1,8.57
2025-08-23T10:27:47.354034300,CAT-2,97.35
2025-08-23T10:28:47.354034300,CAT-3,51.90
2025-08-23T10:29:47.354034300,CAT-4,33.70
2025-08-23T10:30:47.354034300,CAT-5,91.85
2025-08-23T10:31:47.354034300,CAT-6,42.39
2025-08-23T10:32:47.354034300,CAT-7,60.38
2025-08-23T10:33:47.354034300,CAT-8,68.95
2025-08-23T10:34:47.354034300,CAT-9,74.11
2025-08-23T10:35:47.354034300,CAT-0,24.67
2025-08-23T10:36:47.354034300,CAT-1,4.09
2025-08-23T10:37:47.354034300,CAT-2,99.73
2025-08-23T10:38:47.354034300,CAT-3,26.59
2025-08-23T10:39:47.354034300,CAT-4,91.36
2025-08-23T10:40:47.354034300,CAT-5,45.91
2025-08-23T10:41:47.354034300,CAT-6,17.59
2025-08-23T10:42:47.354034300,CAT-7,29.74
2025-08-23T10:43:47.354034300,CAT-8,17.24
2025-08-23T10:44:47.354034300,CAT-9,32.31
2025-08-23T10:45:47.354034300,CAT-0,46.99
2025-08-23T10:46:47.354034300,CAT-1,32.68
2025-08-23T10:47:47.354034300,CAT-2,55.18
2025-08-23T10:48:47.354034300,CAT-3,64.11
2025-08-23T10:49:47.354034300,CAT-4,30.59
2025-08-23T10:50:47.354034300,CAT-5,15.04
2025-08-23T10:51:47.354034300,CAT-6,22.42
2025-08-23T10:52:47.354034300,CAT-7,1.23
2025-08-23T10:53:47.354034300,CAT-8,1.97
2025-08-23T10:54:47.354034300,CAT-9,28.81
2025-08-23T10:55:47.354034300,CAT-0,67.62
2025-08-23T10:56:47.354034300,CAT-1,26.56
2025-08-23T10:57:47.356047200,CAT-2,83.77
2025-08-23T10:58:47.356047200,CAT-3,36.91
2025-08-23T10:59:47.356047200,CAT-4,25.35
2025-08-23T11:00:47.356047200,CAT-5,34.61
2025-08-23T11:01:47.356047200,CAT-6,75.03
2025-08-23T11:02:47.356047200,CAT-7,32.67
2025-08-23T11:03:47.356047200,CAT-8,79.79
2025-08-23T11:04:47.356047200,CAT-9,29.28
2025-08-23T11:05:47.356047200,CAT-0,20.59
2025-08-23T11:06:47.356047200,CAT-1,19.57
2025-08-23T11:07:47.356047200,CAT-2,27.30
2025-08-23T11:08:47.356047200,CAT-3,12.40
2025-08-23T11:09:47.356047200,CAT-4,87.54
2025-08-23T11:10:47.356047200,CAT-5,54.21
2025-08-23T11:11:47.356047200,CAT-6,48.82
2025-08-23T11:12:47.356047200,CAT-7,19.54
2025-08-23T11:13:47.356047200,CAT-8,8.76
2025-08-23T11:14:47.356047200,CAT-9,7.42
2025-08-23T11:15:47.356047200,CAT-0,77.43
2025-08-23T11:16:47.356047200,CAT-1,12.82
2025-08-23T11:17:47.356047200,CAT-2,92.43
2025-08-23T11:18:47.356047200,CAT-3,77.61
2025-08-23T11:19:47.356047200,CAT-4,73.68
2025-08-23T11:20:47.356047200,CAT-5,72.00
2025-08-23T11:21:47.356047200,CAT-6,37.26
2025-08-23T11:22:47.356047200,CAT-7,99.04
2025-08-23T11:23:47.356047200,CAT-8,2.00
2025-08-23T11:24:47.356047200,CAT-9,34.28
2025-08-23T11:25:47.356047200,CAT-0,38.43
2025-08-23T11:26:47.356047200,CAT-1,23.21
2025-08-23T11:27:47.356047200,CAT-2,35.11
2025-08-23T11:28:47.356047200,CAT-3,21.29
2025-08-23T11:29:47.356047200,CAT-4,16.60
2025-08-23T11:30:47.356047200,CAT-5,16.01
2025-08-23T11:31:47.356047200,CAT-6,0.26
2025-08-23T11:32:47.356047200,CAT-7,56.82
2025-08-23T11:33:47.356047200,CAT-8,53.33
2025-08-23T11:34:47.356047200,CAT-9,5.40
2025-08-23T11:35:47.356047200,CAT-0,21.00
2025-08-23T11:36:47.356047200,CAT-1,23.52
2025-08-23T11:37:47.356047200,CAT-2,70.32
2025-08-23T11:38:47.356047200,CAT-3,35.02
2025-08-23T11:39:47.356047200,CAT-4,1.17
2025-08-23T11:40:47.356047200,CAT-5,27.91
2025-08-23T11:41:47.356047200,CAT-6,46.88
2025-08-23T11:42:47.356047200,CAT-7,27.32
2025-08-23T11:43:47.356047200,CAT-8,44.20
2025-08-23T11:44:47.356047200,CAT-9,43.83
2025-08-23T11:45:47.356047200,CAT-0,30.48
2025-08-23T11:46:47.356047200,CAT-1,36.81
2025-08-23T11:47:47.356047200,CAT-2,99.99
2025-08-23T11:48:47.356047200,CAT-3,82.30
2025-08-23T11:49:47.356047200,CAT-4,58.41
2025-08-23T11:50:47.356047200,CAT-5,78.58
2025-08-23T11:51:47.358059100,CAT-6,84.01
2025-08-23T11:52:47.358059100,CAT-7,92.21
2025-08-23T11:53:47.358059100,CAT-8,75.14
2025-08-23T11:54:47.358059100,CAT-9,50.31
2025-08-23T11:55:47.358059100,CAT-0,19.03
2025-08-23T11:56:47.358059100,CAT-1,30.74
2025-08-23T11:57:47.358059100,CAT-2,99.82
2025-08-23T11:58:47.358059100,CAT-3,26.85
2025-08-23T11:59:47.358059100,CAT-4,8.38
2025-08-23T12:00:47.358059100,CAT-5,55.06
2025-08-23T12:01:47.358059100,CAT-6,70.64
2025-08-23T12:02:47.358059100,CAT-7,95.79
2025-08-23T12:03:47.358059100,CAT-8,61.57
2025-08-23T12:04:47.358059100,CAT-9,77.36
2025-08-23T12:05:47.358059100,CAT-0,69.21
2025-08-23T12:06:47.358059100,CAT-1,19.56
2025-08-23T12:07:47.360068700,CAT-2,58.11
2025-08-23T12:08:47.360068700,CAT-3,94.54
2025-08-23T12:09:47.360068700,CAT-4,6.66
2025-08-23T12:10:47.360068700,CAT-5,55.23
2025-08-23T12:11:47.360068700,CAT-6,53.11
2025-08-23T12:12:47.360068700,CAT-7,50.33
2025-08-23T12:13:47.360068700,CAT-8,35.54
2025-08-23T12:14:47.360068700,CAT-9,36.40
2025-08-23T12:15:47.360068700,CAT-0,99.98
2025-08-23T12:16:47.360068700,CAT-1,13.11
2025-08-23T12:17:47.360068700,CAT-2,36.86
2025-08-23T12:18:47.360068700,CAT-3,23.57
2025-08-23T12:19:47.360068700,CAT-4,89.21
2025-08-23T12:20:47.360068700,CAT-5,55.79
2025-08-23T12:21:47.360068700,CAT-6,19.74
2025-08-23T12:22:47.360068700,CAT-7,58.93
2025-08-23T12:23:47.360068700,CAT-8,80.28
2025-08-23T12:24:47.360068700,CAT-9,5.41
2025-08-23T12:25:47.360068700,CAT-0,63.06
2025-08-23T12:26:47.360068700,CAT-1,19.44
2025-08-23T12:27:47.360068700,CAT-2,33.88
2025-08-23T12:28:47.360068700,CAT-3,89.63
2025-08-23T12:29:47.360068700,CAT-4,22.67
2025-08-23T12:30:47.360068700,CAT-5,48.25
2025-08-23T12:31:47.360068700,CAT-6,35.41
2025-08-23T12:32:47.360068700,CAT-7,44.92
2025-08-23T12:33:47.360068700,CAT-8,25.82
2025-08-23T12:34:47.360068700,CAT-9,58.61
2025-08-23T12:35:47.360068700,CAT-0,37.80
2025-08-23T12:36:47.360068700,CAT-1,66.95
2025-08-23T12:37:47.360068700,CAT-2,75.27
2025-08-23T12:38:47.360068700,CAT-3,46.52
2025-08-23T12:39:47.360068700,CAT-4,41.19
2025-08-23T12:40:47.360068700,CAT-5,77.46
2025-08-23T12:41:47.360068700,CAT-6,89.29
2025-08-23T12:42:47.360068700,CAT-7,19.05
2025-08-23T12:43:47.360068700,CAT-8,70.46
2025-08-23T12:44:47.360068700,CAT-9,54.00
2025-08-23T12:45:47.360068700,CAT-0,11.37
2025-08-23T12:46:47.360068700,CAT-1,43.72
2025-08-23T12:47:47.360068700,CAT-2,7.63
2025-08-23T12:48:47.360068700,CAT-3,18.93
2025-08-23T12:49:47.360068700,CAT-4,33.24
2025-08-23T12:50:47.360068700,CAT-5,50.78
2025-08-23T12:51:47.360068700,CAT-6,85.37
2025-08-23T12:52:47.360068700,CAT-7,12.29
2025-08-23T12:53:47.360068700,CAT-8,88.46
2025-08-23T12:54:47.360068700,CAT-9,75.38
2025-08-23T12:55:47.360068700,CAT-0,50.61
2025-08-23T12:56:47.360068700,CAT-1,79.56
2025-08-23T12:57:47.360068700,CAT-2,90.24
2025-08-23T12:58:47.360068700,CAT-3,9.20
2025-08-23T12:59:47.360068700,CAT-4,62.41
2025-08-23T13:00:47.360068700,CAT-5,89.74
2025-08-23T13:01:47.362074900,CAT-6,6.87
2025-08-23T13:02:47.362074900,CAT-7,42.36
2025-08-23T13:03:47.362074900,CAT-8,97.25
2025-08-23T13:04:47.362074900,CAT-9,61.84
2025-08-23T13:05:47.362074900,CAT-0,90.69
2025-08-23T13:06:47.362074900,CAT-1,15.41
2025-08-23T13:07:47.362074900,CAT-2,96.60
2025-08-23T13:08:47.362074900,CAT-3,18.52
2025-08-23T13:09:47.362074900,CAT-4,2.74
2025-08-23T13:10:47.362074900,CAT-5,68.76
2025-08-23T13:11:47.362074900,CAT-6,6.56
2025-08-23T13:12:47.362074900,CAT-7,4.49
2025-08-23T13:13:47.362074900,CAT-8,3.80
2025-08-23T13:14:47.362074900,CAT-9,71.94
2025-08-23T13:15:47.362074900,CAT-0,27.36
2025-08-23T13:16:47.362074900,CAT-1,4.40
2025-08-23T13:17:47.362074900,CAT-2,15.17
2025-08-23T13:18:47.362074900,CAT-3,38.97
2025-08-23T13:19:47.362074900,CAT-4,12.04
2025-08-23T13:20:47.362074900,CAT-5,69.67
2025-08-23T13:21:47.362074900,CAT-6,87.27
2025-08-23T13:22:47.362074900,CAT-7,87.57
2025-08-23T13:23:47.362074900,CAT-8,27.30
2025-08-23T13:24:47.362074900,CAT-9,17.43
2025-08-23T13:25:47.362074900,CAT-0,52.94
2025-08-23T13:26:47.362074900,CAT-1,79.79
2025-08-23T13:27:47.362074900,CAT-2,17.81
2025-08-23T13:28:47.362074900,CAT-3,95.72
2025-08-23T13:29:47.362074900,CAT-4,83.60
2025-08-23T13:30:47.362074900,CAT-5,89.56
2025-08-23T13:31:47.362074900,CAT-6,94.88
2025-08-23T13:32:47.362074900,CAT-7,18.62
2025-08-23T13:33:47.362074900,CAT-8,11.13
2025-08-23T13:34:47.362074900,CAT-9,78.69
2025-08-23T13:35:47.362074900,CAT-0,5.01
2025-08-23T13:36:47.362074900,CAT-1,62.78
2025-08-23T13:37:47.362074900,CAT-2,25.98
2025-08-23T13:38:47.362074900,CAT-3,26.94
2025-08-23T13:39:47.362074900,CAT-4,19.91
2025-08-23T13:40:47.362074900,CAT-5,82.38
2025-08-23T13:41:47.362074900,CAT-6,13.19
2025-08-23T13:42:47.362074900,CAT-7,54.24
2025-08-23T13:43:47.362074900,CAT-8,29.98
2025-08-23T13:44:47.362074900,CAT-9,43.32
2025-08-23T13:45:47.362074900,CAT-0,41.53
2025-08-23T13:46:47.362074900,CAT-1,93.33
2025-08-23T13:47:47.362074900,CAT-2,16.14
2025-08-23T13:48:47.362074900,CAT-3,99.66
2025-08-23T13:49:47.362074900,CAT-4,78.67
2025-08-23T13:50:47.362074900,CAT-5,19.75
2025-08-23T13:51:47.362074900,CAT-6,21.01
2025-08-23T13:52:47.364084200,CAT-7,35.17
2025-08-23T13:53:47.364084200,CAT-8,64.91
2025-08-23T13:54:47.364084200,CAT-9,22.85
2025-08-23T13:56:47.364084200,CAT-1,40.02
2025-08-23T13:57:47.364084200,CAT-2,71.30
2025-08-23T13:58:47.364084200,CAT-3,42.09
2025-08-23T13:59:47.364084200,CAT-4,6.02
2025-08-23T14:00:47.364084200,CAT-5,5.14
2025-08-23T14:01:47.364084200,CAT-6,99.02
2025-08-23T14:02:47.364084200,CAT-7,0.07
2025-08-23T14:03:47.364084200,CAT-8,37.55
2025-08-23T14:04:47.364084200,CAT-9,39.77
2025-08-23T14:05:47.364084200,CAT-0,26.58
2025-08-23T14:06:47.364084200,CAT-1,73.38
2025-08-23T14:07:47.364084200,CAT-2,34.34
2025-08-23T14:08:47.364084200,CAT-3,21.82
2025-08-23T14:09:47.364084200,CAT-4,47.85
2025-08-23T14:10:47.364084200,CAT-5,93.14
2025-08-23T14:11:47.364084200,CAT-6,49.94
2025-08-23T14:12:47.364084200,CAT-7,3.96
2025-08-23T14:13:47.364084200,CAT-8,26.54
2025-08-23T14:14:47.364084200,CAT-9,75.15
